"Year","January","February","March","April","May","June","July","August","September","October","November","December","Min","Max","Mean"
1929,32.6337317856674,21.5605618708188,9.65772544466555,47.811575677569,46.1990856900444,78.7458938384552,65.3606361096614,45.9083345659958,30.9781693147978,89.3624809169893,39.5357058132363,83.056396401928,9.65772544466555,89.3624809169893,49.2341914524857
1930,34.6809125237578,16.4217212805921,37.3480769069754,73.6639241089245,90.4064576629278,49.3230617661588,120.525158873914,98.5970840322297,80.8445840531617,103.306542228226,109.463428997245,30.3950678615585,16.4217212805921,120.525158873914,70.4146683579726
1931,89.8569395176708,43.9913732232217,33.2194232255939,68.0285372994365,65.3063524447186,84.7025171433117,132.681760967673,118.97046633715,82.6952216420181,47.3738009450102,23.0004856225039,51.2006821042525,23.0004856225039,132.681760967673,70.0856300393801
1932,59.3879844712436,14.6582613039802,28.0662037437587,64.183746717164,98.9887916093362,58.7345849741699,101.784782711839,57.0840099022336,86.1349611920637,106.104581876233,48.9917248808969,11.067353608538,11.067353608538,106.104581876233,61.2655822492881
1933,30.3780822376592,49.3211192761434,33.4004739005814,33.1794737973168,85.9452335034874,123.240891089385,72.0764269347452,63.4263933039913,41.2953031372888,59.0518806708289,46.023156378819,18.248381956054,18.248381956054,123.240891089385,54.6322346821917
1934,47.751978074423,27.7440155399201,41.3474824380482,35.4616372176622,32.4472806535251,64.2922973014459,55.2309944376687,89.6605387060672,47.5697245069118,72.4958038308359,49.3708927918549,51.4352684738894,27.7440155399201,89.6605387060672,51.233992831021
1935,58.2637907022827,91.2925010396229,32.0353471782263,105.405363616827,58.1381651842156,90.3120766502095,46.7387937025367,65.2794701691027,77.173023949004,98.2240729215217,32.3967954496613,55.5525072354962,32.0353471782263,105.405363616827,67.5676589832256
1936,71.3124087713471,65.220023276389,23.9125767855698,90.1147743669464,52.6935945275367,79.0787517827091,117.939933519954,69.9893665417259,80.9822524511377,71.213584591812,53.7891281959682,49.3651378860908,23.9125767855698,117.939933519954,68.8009610580989
1937,61.4370965356137,104.691403644402,68.9798159658166,83.4827478419103,54.1750362123677,89.4951116792212,71.8417149730814,72.8203531647795,66.1647348752313,31.5160046106228,35.6615406513482,49.0509205895569,31.5160046106228,104.691403644402,65.7763733953293
1938,104.325972710248,36.7759354512801,28.4566107456538,34.89544882404,71.4161031305906,53.2364758319076,86.2361660382414,104.379628415056,50.1466803236367,72.985199677368,49.3585931460244,48.629710049874,28.4566107456538,104.379628415056,61.7368770286601
1939,75.4002143437258,31.7615928418127,79.7889551580646,59.1706042092865,71.1115508382571,60.2091470068629,100.173559808319,84.2202688785748,76.0779256662656,123.171028431244,101.509052394203,53.4755751417097,31.7615928418127,123.171028431244,76.3391228931938
1940,28.2410445907514,38.300497065333,86.6768014780786,53.4476909208128,59.4593095787643,65.4776125234788,125.56876442564,90.8333477531586,100.515616670807,34.9912671677323,94.22654289805,69.3388835706092,28.2410445907514,125.56876442564,70.5897815536013
1941,65.7869987133794,47.6765419212231,61.1520193802452,47.8063315127141,77.18302665621,66.0385790797175,95.3258415363534,122.435918761495,44.3060203235809,126.858466158531,37.2544773557576,74.1951728006743,37.2544773557576,126.858466158531,72.1682828499901
1942,41.7392095516923,29.3264778692894,34.2727272727273,37.256740803175,67.949084992311,57.2658141293821,129.253327490978,45.3142452058732,58.7195334674842,76.8268867411102,55.691984158659,34.0284563623525,29.3264778692894,129.253327490978,55.6370406704196
1943,48.449521773471,39.2829588365155,20.0616601033204,64.0599073968122,45.6968934114423,89.6481664959546,58.1858678269509,85.1674253355401,64.3149624758934,8.87224220841019,64.8517344258909,31.3401897276886,8.87224220841019,89.6481664959546,51.6609608348242
1944,83.1504229660371,59.7090060646994,58.9031183104803,42.0271836964803,45.6944736717248,88.057275546116,105.405092896236,46.1463035475561,70.6902314521509,61.9590123443008,134.017309372235,56.583514511461,42.0271836964803,134.017309372235,71.0285786982898
1945,44.6436842560626,74.9001850389196,38.5352229816664,55.8708439505111,72.8996603433407,73.6092999500423,78.4364797392151,125.71064713385,54.4897977410181,43.0445098143192,47.0532314828511,63.4225920519784,38.5352229816664,125.71064713385,64.3846795403146
1946,41.9340725587003,127.294284446404,30.6398188125692,21.6295398029042,74.7427512468497,123.845334814389,76.1925576955816,80.6945099538658,68.7234770571276,58.4941906710242,31.9439580466812,30.6995308440064,21.6295398029042,127.294284446404,63.902835495842
1947,35.2879657719863,31.0393075134733,79.4448497500719,51.8289911052936,41.3867676240501,62.9062609020857,67.8288655132667,26.852292612677,30.8121673555622,17.8571544195834,123.144294075126,120.413144740625,17.8571544195834,123.144294075126,57.4001717819834
1948,106.859345302719,76.6972673965889,29.7858600123359,40.5818455329707,59.0653720454476,82.478921471492,128.575579886297,108.791333033773,33.1683128525299,37.3379904717516,29.7929824757258,23.1446624784052,23.1446624784052,128.575579886297,63.0232894133364
1949,38.2839133359196,31.0812803688498,49.1506350770158,59.4891390806105,94.4802583288445,65.5714213947413,38.3760950927009,63.4658878100379,44.0021853012674,22.9580299355573,57.7630273818528,91.5620494386037,22.9580299355573,94.4802583288445,54.6819935455001
1950,48.460844592426,88.646550545209,19.6332182538243,83.7925024350898,73.7901217684474,58.3881072723365,105.004016153926,76.4502222978875,83.7608839445944,39.2071598619046,105.275925683011,46.9737596391881,19.6332182538243,105.275925683011,69.1152760373204
1951,77.1838946366623,45.7022575864562,66.6529417839091,40.4236191156647,69.8032447397873,102.789496599247,70.9707035665345,69.5540199216864,63.3189451386117,10.7199855987809,91.751378023628,41.8612431377912,10.7199855987809,102.789496599247,62.5609774873966
1952,74.556713172929,47.6333912917279,76.7185398950051,33.4795103585513,53.0177028939194,73.3879593528382,41.8006073072232,69.838851474869,100.170023695029,86.7840766055545,103.600117777412,70.0120819529839,33.4795103585513,103.600117777412,69.2499646481702
1953,34.3627404738448,51.1992894282213,13.1572440085626,42.3105862914907,63.2267270996894,120.872404082578,92.9122446644321,59.3723552412344,40.7599433998599,26.4642579046226,16.5391219163669,30.5926966840914,13.1572440085626,120.872404082578,49.3141342662495
1954,66.2179496124788,23.5195463057803,29.671828033815,55.7055369338242,51.6108796186468,59.3113733348591,168.451531245901,118.510062712285,89.4320868092089,79.163428718152,41.8482373856764,93.6692185105902,23.5195463057803,168.451531245901,73.0926399351015
1955,62.2427749697882,58.8970117470409,36.2763582777705,43.8782538800959,75.5947563933319,94.245141681761,118.348227617408,66.0859384375794,64.4968950860026,52.6413705718345,20.9807062737404,89.9677814587095,20.9807062737404,118.348227617408,65.3046013662552
1956,68.2763750233741,25.012238245284,54.5492278881282,62.4060976324508,47.2602099340503,115.821223936166,123.545460127322,107.033454925022,51.4063432346366,86.0442697940012,54.9255071824685,47.8501156842114,25.012238245284,123.545460127322,70.3442103005929
1957,43.1490079625345,88.6292104727005,63.121391671295,25.5345419937874,49.3926955677178,76.511201413329,115.208519046729,85.8504003594723,123.348699285242,28.8783376081138,32.8596355598474,51.219423225594,25.5345419937874,123.348699285242,65.3085886805302
1958,73.8288376039274,107.455444135271,33.8627641967832,52.0471109647421,89.8790939512089,91.5717339793414,96.6344071916786,98.1446038687926,57.4446320572253,76.8014529602041,29.5213771584385,68.9174274287405,29.5213771584385,107.455444135271,73.0090737913628
1959,66.5111846677254,8.92567742943821,31.1133816909152,50.8588373527434,50.7668509613371,57.6200255091361,64.0314314979222,75.4242024208561,6.07838617036419,47.3396315409025,37.7103512948538,54.7486233718389,6.07838617036419,75.4242024208561,45.9273819923361
1960,65.282498332417,38.9439803741526,32.8786250743086,41.8631130635244,67.0298546202515,60.3908535513239,86.1622509440334,134.169292470339,47.796736281862,116.255576983726,79.3855786861958,78.7316712391467,32.8786250743086,134.169292470339,70.7408359684401
1961,61.7876210916459,60.6844570098492,49.2527860497958,74.5153850232903,104.444461810256,93.6380772697968,92.684744476044,84.6197938616199,39.4285423231176,54.4528318211123,55.0246104553967,91.5735480863961,39.4285423231176,104.444461810256,71.8422382731934
1962,70.4862253455874,68.1724434347466,53.3825868050225,55.7104908415503,79.9247843305806,39.8200182527079,83.2426019318845,69.7511045121029,61.2465511033957,14.2628529484822,29.4639090378813,75.7563207676184,14.2628529484822,83.2426019318845,58.4349907759634
1963,25.5046176001876,19.503838929621,49.8152457556872,44.124029103859,51.7472976782221,87.9343990979702,54.2004951116793,117.498745475198,56.0432538940506,41.3927541773304,99.9076898602579,11.1821586757577,11.1821586757577,117.498745475198,54.9045437799851
1964,22.3443007733678,37.1459463080131,43.7056178709082,50.120029695537,70.1675118544918,58.4222152758978,34.634348582066,82.1917957706187,53.2037549225097,65.9533941942992,69.594912685632,43.7193771751841,22.3443007733678,82.1917957706187,52.6002670923771
1965,89.2404138396832,43.2894393851014,61.4804704398233,99.4462731263762,96.8749884873976,103.497989132103,132.180936246696,55.8279668325412,74.8395296718141,15.887327206303,86.3327211884913,130.481240737588,15.887327206303,132.180936246696,82.4482746911599
1966,50.0287326648116,70.2475474668088,71.2004644114059,75.4164799066712,68.7343058807769,112.480799770027,117.712838016986,97.387808642406,39.1295272437016,73.1188044755417,60.8158290608786,128.936126686073,39.1295272437016,128.936126686073,80.434105352174
1967,60.901806571533,49.8394319891265,76.7378782762076,47.1959514712408,83.531876651884,83.4782293198773,67.1690468681535,83.1096557941184,84.256179825455,60.3832343016944,53.693304270408,86.5099761933336,47.1959514712408,86.5099761933336,69.733880961086
1968,89.2156554647882,40.875370845346,51.9068051342021,42.4353773203127,73.3084875091752,89.3128999757189,76.3390510266451,113.064065888368,118.852515887391,71.42836649428,41.4926668210983,34.1741207860386,34.1741207860386,118.852515887391,70.2004485961137
1969,50.1255836540582,52.2061272163504,44.5516643734493,79.904287711797,75.0955894871101,102.10773284064,48.3013483001817,111.988582289291,20.3227240631532,21.6315799756072,85.3481215619183,32.986918892669,20.3227240631532,111.988582289291,60.3808550305189
1970,44.3570944145039,122.270941075012,66.2656438824124,97.2561630798514,75.5422896263777,61.1721113136089,95.5704389859979,84.2662104420003,53.9585518402023,94.0155148017181,70.6885485189909,47.9566484232619,44.3570944145039,122.270941075012,76.1100130336615
1971,33.2958641150088,35.3733181134403,29.2964613748699,35.8958674641295,65.6589646193305,129.514330050265,31.0452661574143,67.5000600050794,39.5816083035866,27.661828117543,66.192105564285,40.2861935289406,27.661828117543,129.514330050265,50.1084889511577
1972,17.6478874025615,11.0348503919867,43.1120029695537,65.063477001309,89.6431288602105,99.7107476074719,79.7436722550467,77.7925889540417,46.8937965911533,31.0946852245167,84.4629210472701,13.6330340521849,11.0348503919867,99.7107476074719,54.9860660297756
1973,32.2176202822751,52.6523696424535,25.6305668665906,71.6396122834584,60.3896004219892,57.7487489638658,88.1912013016916,40.1550866166345,43.2357780984251,79.2503746828801,82.5639584374119,68.6194840679537,25.6305668665906,88.1912013016916,58.5245334721358
1974,56.9127330778698,49.7987234268203,35.8204592202689,21.2935811310539,67.3111640148143,88.1114754830408,96.2979070786457,68.9471118020223,65.5945582370229,127.837369488952,74.8741567890863,132.675378101774,21.2935811310539,132.675378101774,73.7895514876143
1975,62.529359229479,17.4583160062852,56.2776030343034,57.6400030142087,53.4743499217143,84.185390577249,70.1539590793267,75.2908348520666,57.6709795899002,37.1246124090504,59.8165602855684,27.8266857938672,17.4583160062852,84.185390577249,54.9540544827516
1976,117.547623101118,21.2960511075821,23.7479284292903,23.6274800936637,57.17270857347,33.1384889325515,66.5364733200671,38.6312562272713,60.4267924075433,40.0807863735442,64.0200249509493,45.9469694643919,21.2960511075821,117.547623101118,49.3477152484536
1977,59.5598669282702,81.7795162195126,48.5593199052199,79.2528641959459,37.6576389257137,92.4258574446767,76.0458689991432,101.73929327971,41.6272177458743,42.8013887687237,108.294474229912,55.6781327535633,37.6576389257137,108.294474229912,68.7851199496888
1978,46.590751403142,37.8715612205312,80.9332827243981,25.7671356365981,96.4247940988492,75.6252613011892,78.7493434327929,97.0795444079453,99.5463253168408,45.3219677200581,19.8690019341172,98.5557614644589,19.8690019341172,99.5463253168408,66.8612275550768
1979,48.4698593090206,49.0111888541263,94.8249972788394,67.5561773136145,61.4250313282334,80.5545641538027,73.8892250413756,76.4776181053466,55.8937798455497,25.1298454101696,90.9407149814543,103.435812706006,25.1298454101696,103.435812706006,68.9674011939615
1980,50.0112642093424,54.0357993095229,45.5925013187163,84.2390490729913,40.3899353340609,113.639324817264,135.386223391934,67.7194888125413,55.2849990092184,72.9940832200679,55.4809588532611,65.2497439318119,40.3899353340609,135.386223391934,70.0019476067276
1981,88.4831748548016,37.9304917904678,99.4395330209348,38.5015252453929,79.1605233559306,92.7773504547827,97.3431927725975,76.7991448578438,71.8849967764713,128.446708512069,84.2816694250397,100.242660541497,37.9304917904678,128.446708512069,82.9409143006524
1982,80.0601669536677,13.9022754484333,52.9823640884949,39.1951588460046,62.5548516199976,85.7235607851455,55.4972746530172,72.5486083007957,26.7120370189477,86.2721690859413,46.1856892071794,83.9395623257411,13.9022754484333,86.2721690859413,58.7978098611138
1983,95.6068774193909,46.5600985757864,59.9857187910791,102.886626681887,116.057722095545,55.8637103233855,27.3235529705305,61.7024473699634,60.5220051185728,44.3103769714459,58.8058682176817,55.3035084830437,27.3235529705305,116.057722095545,65.4107094181926
1984,98.0698961493485,66.4857787961586,22.7172672291329,40.7407836384289,115.88656528134,78.7495443800359,74.341093990282,57.9661041074174,116.682112625348,59.294898451869,54.5465988283659,40.3406418589853,22.7172672291329,116.682112625348,68.818440444726
1985,60.0361509671981,27.3869629894251,49.2392918842432,65.1806766898407,72.0924887595135,101.940687072115,70.6584789968267,83.6201399374273,48.904248638722,17.072315889066,70.2021612992356,67.3523609905583,17.072315889066,101.940687072115,61.1404970095143
1986,107.527880034496,17.2908906707452,72.3242088400042,64.281501969004,85.7816010471584,74.6495173079768,71.5124350061262,83.5269673991007,56.2361744110432,82.2962018180143,38.9991906291602,111.002922107825,17.2908906707452,111.002922107825,72.1191242700545
1987,65.7194413666645,59.0488580893824,67.1097981317488,41.1204762449659,90.466085966347,113.757811126337,107.096636087334,79.1947876517919,81.1230020401727,47.076594390781,76.5897187575878,56.3789613818472,41.1204762449659,113.757811126337,73.72351426958
1988,76.1353016860032,88.0267511017212,134.758101383466,25.2119156133217,42.5282651833783,69.8852981973358,98.232582479075,55.9046421604061,65.9867374819636,52.1312325043329,60.6342257809731,102.387657931974,25.2119156133217,134.758101383466,72.6518926253292
1989,23.3685930622964,49.9165985213632,51.7236138128902,80.3107816568658,28.1976930140133,61.9345693449399,83.4701691026868,66.0430948108165,47.9758919127108,63.2300427291985,47.8343971443164,84.3843590480682,23.3685930622964,84.3843590480682,57.3658170133472
1990,40.2398807713025,100.07927089642,34.146387275574,52.0007786705665,30.7700354169516,116.898577460976,43.7425056446639,67.477163183116,91.2131185058456,52.2230291122318,93.4932277988183,69.3796367878583,30.7700354169516,116.898577460976,65.971967627027
1991,46.9246196654787,25.6919088034429,33.7482800869655,36.1564458014586,48.2973991286704,110.827545401518,57.0138514050957,42.8628869978761,51.027677691786,34.0541050451713,80.5633862959562,77.4023242897771,25.6919088034429,110.827545401518,53.7142025510997
1992,36.003357493518,43.5405062195962,97.8195382120719,53.4318495798249,29.2413850846909,77.4220506107959,84.3672617868117,87.0351294853797,41.0614424104738,82.9063306754339,108.135887782129,55.100911798115,29.2413850846909,108.135887782129,66.33880426157
1993,87.272099312593,32.0152357083251,19.6850486878424,40.5294262118933,72.7424554078531,78.9226492661239,137.176180495279,64.8482569222139,92.3696815265292,70.3192995872209,36.4616874544729,153.430431785388,19.6850486878424,153.430431785388,73.8143710304779
1994,93.2849264449363,31.9381417403706,100.141946899691,83.4720250737504,76.8517483805606,63.9043630670131,58.0265222451389,98.9697686036678,86.594870821623,56.1849161184807,56.2499755793281,85.0305718902716,31.9381417403706,100.141946899691,74.220814738736
1995,119.035453233716,74.6055321892365,83.4843386742506,57.846091157484,77.8259071233007,88.4821282545778,72.4190894298959,76.5515806454314,94.331214084169,22.2317089167548,59.2729645021113,51.5613824053943,22.2317089167548,119.035453233716,73.1372825513602
1996,6.96558220277252,48.5785913040081,23.3247614449223,23.1041771908134,91.4174930156879,51.7763736279071,94.082315805338,87.6560648389771,50.2957441048498,78.9809407121905,86.0747886565281,40.5263115296272,6.96558220277252,94.082315805338,56.8985953694685
